job_title,job_type,position_level,city,experience,skills,job_fields,salary,salary_min,salary_max,unit,avg_salary
mechanical engineer,nhân viên chính thức,nhân viên,hà nội,1 - 2 năm,"thợ cơ khí, kỹ sư cơ khí, công nhân cơ khí, kỹ sư cơ giới, kỹ sư cơ khí ô tô động lực, mechanical engineer","điện, cơ khí, điện tử, điện lạnh, tự động hóa, điện công nghiệp, ô tô",trên 8 tr vnd,8.0,0.0,vnd,4.0
backend developer,nhân viên chính thức,nhân viên,hồ chí minh,2 - 5 năm,"web developer, java developer, back end","đầu tư, tài chính, ngân hàng, cntt - phần mềm","900 - 1,200 usd",22.5,30.0,usd,26.25
chuyển viên kinh doanh software cloud,nhân viên chính thức,nhân viên,hà nội,2 - 10 năm,"giám sát kinh doanh, sales engineer","mạng, kinh doanh, bán hàng, cntt - phần cứng, cntt - phần mềm",20 tr - 35 tr vnd,20.0,35.0,vnd,27.5
talent acquisition executive,nhân viên chính thức,nhân viên,hồ chí minh,3 - 5 năm,"chuyên viên tuyển dụng, talent acquisition, tuyển dụng, talent acquisition executive, nhân viên tuyển dụng",nhân sự,10 tr - 13 tr vnd,10.0,13.0,vnd,11.5
117607 architectural operator manager construction,nhân viên chính thức,quản lý,hồ chí minh,5 - 7 năm,"cadddesigner, civil engineer, draftsman, họa viên kiến trúc, drafter, architect, architectural operator manager construction, kiến trúc sư, nhân viên thiết kế kiến trúc, site engineer, structural drafter","kiến trúc, xây dựng",23 tr - 32 tr vnd,23.0,32.0,vnd,27.5
kế hoạch sản xuất đồng nai,nhân viên chính thức,nhân viên,đồng nai,1 - 2 năm,Unknown,"vận hành sản xuất, sản xuất",9 tr - 10 tr vnd,9.0,10.0,vnd,9.5
trưởng phòng khai thác khách hàng,nhân viên chính thức,quản lý,hồ chí minh,2 - 3 năm,head of office,"tiếp thị, marketing, bất động sản",18 tr - 22 tr vnd,18.0,22.0,vnd,20.0
trưởng phòng khai thác cảng,nhân viên chính thức,quản lý,bà rịa  vũng tàu,3 - 5 năm,Unknown,"hàng hải, bất động sản, xây dựng","1,000 - 1,500 usd",25.0,37.5,usd,31.25
chuyên viên digital marketing,nhân viên chính thức,nhân viên,hồ chí minh,1 - 2 năm,"marketer, marketing executive, chuyên viên pr marketing, chuyên viên social media, chuyên viên marketing online, nhân viên marketing online, marketing operations officer, online marketing executive, chuyên viên digital marketing, nhân viên marketing, marketing specialist","marketing, dược phẩm, hóa mỹ phẩm, thương mại điện tử, tiếp thị",8 tr - 20 tr vnd,8.0,20.0,vnd,14.0
118155 digital marketing manager logistics,nhân viên chính thức,quản lý,hồ chí minh,3 - 5 năm," digital marketing manager logistics, online marketing manager","giao nhận, vận chuyển, kho vận",28 tr - 35 tr vnd,28.0,35.0,vnd,31.5
talent acquisition specialist chuyên viên tuyển dụng,nhân viên chính thức,nhân viên,bình dương,2 - 5 năm,"chuyên viên tuyển dụng, executive recruitment, recruiter, nhân viên tuyển dụng đào tạo, talent acquisition specialist, nhân viên tuyển dụng","thư ký, hành chính, nhân sự",10 tr - 16 tr vnd,10.0,16.0,vnd,13.0
trưởng phòng đào tạo training manager,nhân viên chính thức,quản lý,hồ chí minh,trên 5 năm,"training manager f&b, trưởng phòng đào tạo, training manager","thực phẩm & đồ uống, nhà hàng, giáo dục, khách sạn, đào tạo",30 tr - 40 tr vnd,30.0,40.0,vnd,35.0
data engineer,nhân viên chính thức,nhân viên,hồ chí minh,trên 2 năm,Unknown,cntt - phần mềm,12 tr - 40 tr vnd,12.0,40.0,vnd,26.0
cửa hàng phó g kitchen nguyễn đình chiểu,nhân viên chính thức,"trưởng nhóm , giám sát",hồ chí minh,2 - 3 năm,Unknown,"thực phẩm & đồ uống, bán sỉ, bán lẻ, kinh doanh, bán hàng",8 tr - 9 tr vnd,8.0,9.0,vnd,8.5
nhân viên marketing digital,nhân viên chính thức,nhân viên,hà nội,2 - 5 năm,"marketing executive, nhân viên phòng marketing xuất nhập khẩu, marketing training, chuyên viên marketing, marketer","vận hành sản xuất, sản xuất",13 tr - 15 tr vnd,13.0,15.0,vnd,14.0
nhân viên khai báo hải quan,nhân viên chính thức,nhân viên,hà nội,trên 2 năm,nhân viên khai báo hải quan,xuất nhập khẩu,12 tr - 17 tr vnd,12.0,17.0,vnd,14.5
hcm design engineer,nhân viên chính thức,nhân viên,hồ chí minh,2 - 3 năm,"hcm design engineer, nhân viên phòng khai thác phát triển mẫu, nhân viên cad 3d, họa viên, web designer, formwork specialist, designer, trợ lý chế tạo khuôn mẫu, exterior, nhân viên thiết kế khuôn mẫu ngành nhựa, nhân viên thiết kế","vận hành sản xuất, sản xuất",12 tr - 16 tr vnd,12.0,16.0,vnd,14.0
nhân viên kinh doanh thị trường khu vực đồng nai bình dương vũng tàu,nhân viên chính thức,nhân viên,đồng nai,trên 1 năm,Unknown,"dược phẩm, hóa mỹ phẩm, chăm sóc cá nhân, kinh doanh, bán hàng, hàng gia dụng",12 tr - 20 tr vnd,12.0,20.0,vnd,16.0
restaurant captain trưởng ca,nhân viên chính thức,"trưởng nhóm , giám sát",hồ chí minh,1 - 2 năm,Unknown,"quản lý điều hành, thực phẩm & đồ uống, khách sạn, nhà hàng",7 tr - 9 tr vnd,7.0,9.0,vnd,8.0
nhân viên devops,nhân viên chính thức,nhân viên,hà nội,2 - 5 năm,"chuyên viên quản trị hệ thống, devops","dịch vụ khách hàng, cntt - phần mềm",20 tr - 25 tr vnd,20.0,25.0,vnd,22.5
nhân viên quay dựng – video editor media,nhân viên chính thức,nhân viên,hà nội,1 - 2 năm,"biên tập viên, nhân viên quay dựng – video editor, nhân viên biên tập tin nội bộ, media","truyền hình, marketing, biên tập, truyền thông, đối ngoại, quảng cáo, tiếp thị, báo chí",trên 10 tr vnd,10.0,0.0,vnd,5.0
nhân viên it,nhân viên chính thức,nhân viên,hồ chí minh,3 - 6 năm,"system administrator, digital transformation, technical support specialist, chuyen doi so, automation","cntt - phần cứng, mạng, cntt - phần mềm",12 tr - 16 tr vnd,12.0,16.0,vnd,14.0
production assistant trainee,thực tập,"sinh viên, thực tập sinh",hồ chí minh,không yêu cầu,"production assistant, sales admin staff, event coordinator, nhân viên cải tiến công đoạn sản xuất, nhân viên điều phối sự kiện","giải trí, tổ chức sự kiện, truyền thông, đối ngoại, quảng cáo",4 tr - 5 tr vnd,4.0,5.0,vnd,4.5
executive english personal trainer,nhân viên chính thức,nhân viên,hồ chí minh,1 - 3 năm,"nhân viên tư vấn, chuyên viên tư vấn, executive english personal trainer, tư vấn viên, consultant, senior consultant, counsellor","giáo dục, đào tạo",20 tr - 30 tr vnd,20.0,30.0,vnd,25.0
nhân viên digital marketing,nhân viên chính thức,nhân viên,hà nội,lên đến 1 năm,"marketer, marketing executive, chuyên viên pr marketing, chuyên viên social media, chuyên viên marketing online, nhân viên marketing online, nhân viên digital marketing, marketing operations officer, online marketing executive, nhân viên marketing, marketing specialist","tiếp thị, marketing",10 tr - 12 tr vnd,10.0,12.0,vnd,11.0
nhân viên chứng từ khai báo hải quan,nhân viên chính thức,nhân viên,hồ chí minh,1 - 2 năm,"nhân viên khai thuế hải quan, logistic executive, documentation staff, opration","xuất nhập khẩu, kinh doanh, bán hàng, vận hành sản xuất, sản xuất",9 tr - 13 tr vnd,9.0,13.0,vnd,11.0
video editor,nhân viên chính thức,nhân viên,hồ chí minh,1 - 5 năm,"video editor, nhân viên quay dựng, biên tập viên, nhân viên biên tập tin nội bộ, nhân viên quay phim","marketing, y tế, thẩm mỹ, làm đẹp, tiếp thị, chăm sóc sức khỏe",12 tr - 15 tr vnd,12.0,15.0,vnd,13.5
116189 chief of general affairs trading,nhân viên chính thức,quản lý,hồ chí minh,5 - 7 năm,Unknown,"kinh doanh, bán sỉ, bán hàng, bán lẻ","15 tr - 22,5 tr vnd",15.0,22.5,vnd,18.75
unity developer,nhân viên chính thức,nhân viên,hồ chí minh,trên 2 năm,"unity developer, lập trình",cntt - phần mềm,12 tr - 40 tr vnd,12.0,40.0,vnd,26.0
senior technical support engineer trainer,nhân viên chính thức,nhân viên,bình dương,trên 3 năm,"kỹ sư kỹ thuật, kỹ sư hỗ trợ kỹ thuật, senior technical support engineer & trainer forklifts, technical engineer, crane, technical assurance engineer","ô tô, cơ khí, tự động hóa",15 tr - 20 tr vnd,15.0,20.0,vnd,17.5
video editor,nhân viên chính thức,nhân viên,hồ chí minh,1 - 2 năm,"biên tập viên, nhân viên biên tập tin nội bộ","truyền hình, marketing, biên tập, nghệ thuật, thiết kế, mỹ thuật, tiếp thị, báo chí",12 tr - 14 tr vnd,12.0,14.0,vnd,13.0
retail operations support specialist,nhân viên chính thức,nhân viên,hồ chí minh,2 - 5 năm,Unknown,"ngành khác, bán sỉ, bán lẻ, kinh doanh, bán hàng",15 tr - 25 tr vnd,15.0,25.0,vnd,20.0
nhân viên it helpdesk,nhân viên chính thức,nhân viên,hồ chí minh,1 - 2 năm,Unknown,"dược phẩm, bán sỉ, hóa mỹ phẩm, bán lẻ, cntt - phần mềm",10 tr - 15 tr vnd,10.0,15.0,vnd,12.5
115769 chinese speaking sales engineer semiconductors kỹ sư kinh doanh thiết bị bán dẫn,nhân viên chính thức,nhân viên,hà nội,không yêu cầu,"semiconductors, sales engineer, technical sales engineer, chinese speaking sales engineer semiconductors kỹ sư kinh doanh thiết bị bán dẫn, kỹ sư bán hàng, kỹ sư kinh doanh","cơ khí, qc), tự động hóa, kinh doanh, ô tô, bán hàng, quản lý chất lượng (qa",18 tr - 23 tr vnd,18.0,23.0,vnd,20.5
internal audit nhân viên kiểm toán nội bộ,nhân viên chính thức,nhân viên,đồng nai,1 - 2 năm,"audit, internal audit, internal auditor, kiểm toán nội bộ, kiểm toán viên","thực phẩm & đồ uống, kế toán, kiểm toán","8,5 tr - 8,7 tr vnd",8.5,8.7,vnd,8.6
editor intern,thực tập,"sinh viên, thực tập sinh",hồ chí minh,không yêu cầu,"biên tập viên, nhân viên biên tập tin nội bộ, editor","truyền hình, nghệ thuật, biên tập, mới tốt nghiệp, thiết kế, thực tập, mỹ thuật, báo chí",1 tr - 3 tr vnd,1.0,3.0,vnd,2.0
test technician test engineer,nhân viên chính thức,nhân viên,hưng yên,5 - 10 năm,Unknown,"điện, tư vấn, điện tử, điện lạnh, điện công nghiệp",30 tr - 40 tr vnd,30.0,40.0,vnd,35.0
đồng nai quản lý kinh doanh khu vực,nhân viên chính thức,"trưởng nhóm , giám sát",đồng nai,1 - 2 năm,"area sales manager out of home channel, đồng nai quản lý kinh doanh khu vực, area account supervisor, account director, trưởng bán hàng vùng, giám đốc phát triển kinh doanh, business director, digital business development manager, senior group account manager, sales marketing director, etc supervisor","tư vấn, đầu tư, kinh doanh, bán hàng, tài chính",15 tr - 40 tr vnd,15.0,40.0,vnd,27.5
nvkd khách đoàn du lịch nước ngoài chi nhánh saigontourist nha trang,nhân viên chính thức,nhân viên,khánh hòa,chưa có kinh nghiệm,"nvkd khách đoàn du lịch nước ngoài chi nhánh saigontourist nha trang, thu ngân, đại diện kinh doanh, đại diện bán hàng, saler, sales representative, mỹ phẩm, nhân viên kinh doanh, salesman, nhân viên bán hàng, thời trang","tư vấn, bán hàng, du lịch, kinh doanh",trên 5 tr vnd,5.0,0.0,vnd,2.5
solidworks cad design engineer,nhân viên chính thức,nhân viên,hồ chí minh,trên 2 năm,"solidworks & cad design engineer, nhân viên phòng khai thác phát triển mẫu, nhân viên cad 3d, họa viên, web designer, formwork specialist, designer, trợ lý chế tạo khuôn mẫu, exterior, nhân viên thiết kế khuôn mẫu ngành nhựa, nhân viên thiết kế","nghệ thuật, cơ khí, thiết kế, xây dựng, mỹ thuật, tự động hóa, ô tô",14 tr - 17 tr vnd,14.0,17.0,vnd,15.5
117411 technical sales engineer machinery kỹ sư bán hàng ngành máy móc,nhân viên chính thức,nhân viên,hà nội,trên 2 năm,"kỹ sư kinh doanh, technical sales engineer machinery kỹ sư bán hàng ngành máy móc, technical sales engineer, kỹ sư bán hàng, technical sales, sales engineer","điện, cơ khí, điện tử, điện lạnh, tự động hóa, điện công nghiệp, ô tô, bán hàng kỹ thuật",20 tr - 22 tr vnd,20.0,22.0,vnd,21.0
developer fullstack,nhân viên chính thức,nhân viên,hà nội,1 - 5 năm,"developer fullstack, lập trình","cntt - phần cứng, mạng, cntt - phần mềm","1,300 - 2,100 usd",32.5,52.5,usd,42.5
nhân viên kinh doanh chi nhánh saigontourist tiền giang,nhân viên chính thức,nhân viên,tiền giang,trên 1 năm,"sales executive, nhân viên phòng kinh doanh, chuyên viên kinh doanh, đại diện bán hàng, đại diện kinh doanh, sales engineer, sales dept, nhân viên kinh doanh chi nhánh saigontourist tiền giang, telesales, salesman, nhân viên bán hàng",du lịch,"trên 5,5 tr vnd",5.5,0.0,vnd,2.75
training specialist sport fashion retail,nhân viên chính thức,nhân viên,hồ chí minh,2 - 3 năm,Unknown,"dệt may, da giày, bán sỉ, bán lẻ, giáo dục, đào tạo, thời trang","800 - 1,000 usd",20.0,25.0,usd,22.5
product owner digital customer,nhân viên chính thức,nhân viên,hồ chí minh,3 - 5 năm,"online, product owner digital customer, social media","đầu tư, tài chính, ngân hàng, cntt - phần mềm","1,000 - 1,700 usd",25.0,42.5,usd,33.75
nhân viên kế hoạch supply chain,nhân viên chính thức,nhân viên,hồ chí minh,1 - 2 năm,"chuyên viên kế hoạch, nhân viên kế hoạch supply chain xnk, planning specialist","đồ gỗ, vận hành sản xuất, sản xuất, xuất nhập khẩu",9 tr - 13 tr vnd,9.0,13.0,vnd,11.0
chuyên viên tập sự khách hàng doanh nghiệp phòng giao dịch chư sê cn gia lai,thực tập,"sinh viên, thực tập sinh",gia lai,không yêu cầu,chuyên viên tập sự khách hàng doanh nghiệp phòng giao dịch chư sê cn. gia lai cnlt.,"ngân hàng, đầu tư, kinh doanh, bán hàng, tài chính","2,5 tr - 15 tr vnd",2.5,15.0,vnd,8.75
kỹ sư triển khai điện nhẹ,nhân viên chính thức,nhân viên,hà nội,1 - 5 năm,"kỹ sư điện tử viễn thông, nhân viên kỹ thuật điện tử, kỹ sư triển khai điện nhẹ, kỹ sư điện, kỹ thuật điện điện tử, kỹ sư me, điện điện tử, hệ thống điện",xây dựng,13 tr - 15 tr vnd,13.0,15.0,vnd,14.0
senior supervisor hr recruitment and training,nhân viên chính thức,nhân viên,hồ chí minh,5 - 10 năm,Unknown,"thực phẩm & đồ uống, bán sỉ, bán lẻ, vận hành sản xuất, sản xuất",15 tr - 20 tr vnd,15.0,20.0,vnd,17.5
service engineer,nhân viên chính thức,nhân viên,hồ chí minh,không yêu cầu,hỗ trợ kỹ thuật,"điện, sửa chữa, hóa học, bảo trì, điện tử, điện lạnh, điện công nghiệp",10 tr - 20 tr vnd,10.0,20.0,vnd,15.0
user acquisition,nhân viên chính thức,nhân viên,hà nội,trên 2 năm,"accountant and administrative staff, chuyên viên kế toán chuyên quản, credit accountant, accounting executive, user acquisition senior, accountant cum office admin, nhân viên kế toán vật tư, nhân viên kế toán nhà máy, nhân viên phòng kế toán, kế toán kho vận, cán bộ tài chính kế toán",cntt - phần mềm,lên đến 30 tr vnd,0.0,30.0,vnd,15.0
